Strike,Expiry,Type,Symbol,Last,Bid,Ask,Chg,PctChg,Vol,Open_Int,IV,Root,IsNonstandard,Underlying,Underlying_Price,Quote_Time,Last_Trade_Date,JSON,Iv
120.0,2024-12-20,put,SPY241220P00120000,0.31,0.3,0.35,-0.030000001,-8.823529,26.0,15541.0,0.48560084716796875,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-08 17:48:32,"{'contractSymbol': 'SPY241220P00120000', 'strike': 120.0, 'currency': 'USD', 'lastPrice': 0.31, 'change': -0.030000001, 'percentChange': -8.823529, 'volume': 26, 'openInterest': 15541, 'bid': 0.3, 'ask': 0.35, 'contractSize': 'REGULAR', 'expiration': 1734652800, 'lastTradeDate': 1694195312, 'impliedVolatility': 0.48560084716796875, 'inTheMoney': False}",0.48560084716796875
130.0,2024-12-20,put,SPY241220P00130000,0.45,0.36,0.45,0.0,0.0,1.0,379.0,0.47192910888671874,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-08-28 19:56:45,"{'contractSymbol': 'SPY241220P00130000', 'strike': 130.0, 'currency': 'USD', 'lastPrice': 0.45, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 379, 'bid': 0.36, 'ask': 0.45, 'contractSize': 'REGULAR', 'expiration': 1734652800, 'lastTradeDate': 1693252605, 'impliedVolatility': 0.47192910888671874, 'inTheMoney': False}",0.47192910888671874
140.0,2024-12-20,put,SPY241220P00140000,0.65,0.43,0.52,0.0,0.0,2.0,212.0,0.45337460693359377,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-08-16 19:48:47,"{'contractSymbol': 'SPY241220P00140000', 'strike': 140.0, 'currency': 'USD', 'lastPrice': 0.65, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 212, 'bid': 0.43, 'ask': 0.52, 'contractSize': 'REGULAR', 'expiration': 1734652800, 'lastTradeDate': 1692215327, 'impliedVolatility': 0.45337460693359377, 'inTheMoney': False}",0.45337460693359377
150.0,2023-09-15,put,SPY230915P00150000,0.01,0.0,0.01,0.0,0.0,26.0,19253.0,2.43750390625,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-07 19:10:40,"{'contractSymbol': 'SPY230915P00150000', 'strike': 150.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 26, 'openInterest': 19253, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1694736000, 'lastTradeDate': 1694113840, 'impliedVolatility': 2.43750390625, 'inTheMoney': False}",2.43750390625
150.0,2023-10-20,put,SPY231020P00150000,0.01,0.0,0.01,0.0,0.0,1.0,8915.0,0.937500625,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-07 16:30:30,"{'contractSymbol': 'SPY231020P00150000', 'strike': 150.0, 'currency': 'USD', 'lastPrice': 0.01, 'change': 0.0, 'percentChange': 0.0, 'volume': 1, 'openInterest': 8915, 'bid': 0.0, 'ask': 0.01, 'contractSize': 'REGULAR', 'expiration': 1697760000, 'lastTradeDate': 1694104230, 'impliedVolatility': 0.937500625, 'inTheMoney': False}",0.937500625
150.0,2023-12-15,put,SPY231215P00150000,0.02,0.01,0.02,0.0,0.0,271.0,29963.0,0.6562534375000001,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-08 19:35:14,"{'contractSymbol': 'SPY231215P00150000', 'strike': 150.0, 'currency': 'USD', 'lastPrice': 0.02, 'change': 0.0, 'percentChange': 0.0, 'volume': 271, 'openInterest': 29963, 'bid': 0.01, 'ask': 0.02, 'contractSize': 'REGULAR', 'expiration': 1702598400, 'lastTradeDate': 1694201714, 'impliedVolatility': 0.6562534375000001, 'inTheMoney': False}",0.6562534375000001
150.0,2024-09-20,put,SPY240920P00150000,0.42,0.36,0.44,0.0,0.0,10.0,300.0,0.4660697924804688,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-05 13:30:04,"{'contractSymbol': 'SPY240920P00150000', 'strike': 150.0, 'currency': 'USD', 'lastPrice': 0.42, 'change': 0.0, 'percentChange': 0.0, 'volume': 10, 'openInterest': 300, 'bid': 0.36, 'ask': 0.44, 'contractSize': 'REGULAR', 'expiration': 1726790400, 'lastTradeDate': 1693920604, 'impliedVolatility': 0.4660697924804688, 'inTheMoney': False}",0.4660697924804688
150.0,2024-12-20,put,SPY241220P00150000,0.56,0.51,0.58,0.0,0.0,2.0,3868.0,0.43408769042968753,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-06 15:52:14,"{'contractSymbol': 'SPY241220P00150000', 'strike': 150.0, 'currency': 'USD', 'lastPrice': 0.56, 'change': 0.0, 'percentChange': 0.0, 'volume': 2, 'openInterest': 3868, 'bid': 0.51, 'ask': 0.58, 'contractSize': 'REGULAR', 'expiration': 1734652800, 'lastTradeDate': 1694015534, 'impliedVolatility': 0.43408769042968753, 'inTheMoney': False}",0.43408769042968753
150.0,2025-06-20,put,SPY250620P00150000,0.8,0.73,5.0,0.0,0.0,3.0,149.0,0.5380295220947267,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-08 14:58:22,"{'contractSymbol': 'SPY250620P00150000', 'strike': 150.0, 'currency': 'USD', 'lastPrice': 0.8, 'change': 0.0, 'percentChange': 0.0, 'volume': 3, 'openInterest': 149, 'bid': 0.73, 'ask': 5.0, 'contractSize': 'REGULAR', 'expiration': 1750377600, 'lastTradeDate': 1694185102, 'impliedVolatility': 0.5380295220947267, 'inTheMoney': False}",0.5380295220947267
150.0,2025-12-19,put,SPY251219P00150000,1.24,1.05,1.47,0.0,0.0,12.0,20338.0,0.37476211181640623,SPY,False,SPY,445.52,2023-09-08 20:00:00,2023-09-07 17:19:49,"{'contractSymbol': 'SPY251219P00150000', 'strike': 150.0, 'currency': 'USD', 'lastPrice': 1.24, 'change': 0.0, 'percentChange': 0.0, 'volume': 12, 'openInterest': 20338, 'bid': 1.05, 'ask': 1.47, 'contractSize': 'REGULAR', 'expiration': 1766102400, 'lastTradeDate': 1694107189, 'impliedVolatility': 0.37476211181640623, 'inTheMoney': False}",0.37476211181640623
